player_name,country,player_id,club_team,age,general_position,specific_position,market_value,international_caps,international_goals,goals_per_90,assists_per_90,interceptions,tackles_won,crosses,wc_group,role,versatility
Jean Michaël Seri,Ivory Coast,178614.0,Maribor,34.9,MID,Defensive Midfield,1500000.0,65,4,0.0,0.0,6.0,2.0,10.0,E,Box-to-Box DM,0.39
Wilfried Singo,Ivory Coast,648779.0,Galatasaray,25.5,DEF,Centre-Back,28000000.0,34,1,0.21,0.1,14.0,11.0,9.0,E,Traditional CB,0.572
Seko Fofana,Ivory Coast,182893.0,Porto,31.1,MID,Central Midfield,8000000.0,33,7,0.14,0.0,3.0,2.0,7.0,E,Pressing CM,0.418
Odilon Kossounou,Ivory Coast,644771.0,Atalanta,25.4,DEF,Centre-Back,22000000.0,36,0,0.09,0.0,10.0,14.0,2.0,E,Traditional CB,0.516
Franck Kessié,Ivory Coast,294808.0,Al-Ahli,29.5,MID,Central Midfield,20000000.0,102,15,0.33,0.04,1.13,2.94,2.51,E,Pressing CM,0.461
Ange-Yoan Bonny,Ivory Coast,827734.0,Inter Milan,22.6,ATT,Centre-Forward,50000.0,1,0,0.47,0.28,1.0,9.0,3.0,E,Poacher,0.509
Simon Adingra,Ivory Coast,658536.0,Monaco,24.4,ATT,Left Winger,22000000.0,29,5,0.14,0.0,2.0,8.0,27.0,E,Wide Playmaker,0.534
Yan Diomande,Ivory Coast,1390649.0,RB Leipzig,19.6,ATT,Left Winger,45000000.0,10,3,0.47,0.27,15.0,18.0,40.0,E,Inside Forward,0.697
Elye Wahi,Ivory Coast,659542.0,Nice,23.4,ATT,Centre-Forward,12000000.0,2,0,0.0,0.28,0.0,1.0,5.0,E,Target Forward,0.865
Christopher Opéri,Ivory Coast,469976.0,İstanbul Başakşehir,29.1,DEF,Left-Back,4000000.0,12,0,0.0,0.2,22.0,17.0,66.0,E,Holding Full-Back,0.52
Oumar Diakité,Ivory Coast,847279.0,Cercle Brugge,22.5,ATT,Centre-Forward,5000000.0,30,6,0.09,0.1,17.08,17.56,39.98,E,False Nine,0.424
Amad Diallo,Ivory Coast,536835.0,Manchester United,23.9,ATT,Right Winger,50000000.0,19,6,0.09,0.09,13.0,21.0,42.0,E,Traditional Winger,0.452
Mohamed Koné,Ivory Coast,911985.0,Charleroi,24.3,GK,Goalkeeper,800000.0,0,0,0.0,0.0,0.0,0.0,0.0,E,Goalkeeper,0.0
Guéla Doué,Ivory Coast,711980.0,Strasbourg,23.6,DEF,Right-Back,18000000.0,20,3,0.1,0.3,25.0,35.0,45.0,E,Holding Full-Back,0.431
Ibrahim Sangaré,Ivory Coast,375885.0,Nottingham Forest,28.5,MID,Defensive Midfield,22000000.0,57,12,0.09,0.09,18.0,30.0,8.0,E,Deep-Lying Playmaker,0.66
Nicolas Pépé,Ivory Coast,343052.0,Villarreal,31.0,ATT,Right Winger,8500000.0,56,12,0.32,0.24,14.0,21.0,70.0,E,Inside Forward,0.802
Emmanuel Agbadou,Ivory Coast,683895.0,Beşiktaş,29.0,DEF,Centre-Back,9000000.0,20,2,0.0,0.0,14.0,21.0,13.0,E,Stopper CB,0.847
Evan Ndicka,Ivory Coast,371149.0,Roma,26.8,DEF,Centre-Back,30000000.0,28,0,0.07,0.08,8.59,12.37,22.08,E,Ball-Playing CB,0.943
Evann Guessand,Ivory Coast,500689.0,Crystal Palace,24.9,ATT,Right Winger,28000000.0,21,4,0.0,0.15,3.0,9.0,10.0,E,Wide Playmaker,0.518
Alban Lafont,Ivory Coast,357117.0,Panathinaikos,27.4,GK,Goalkeeper,3000000.0,4,0,0.0,0.0,0.0,0.0,0.0,E,Goalkeeper,0.0
Bazoumana Touré,Ivory Coast,1067904.0,TSG Hoffenheim,20.3,ATT,Left Winger,25000000.0,6,2,0.17,0.37,6.0,20.0,109.0,E,Inside Forward,0.523
Parfait Guiagon,Ivory Coast,624913.0,Charleroi,25.3,MID,Left Winger,4000000.0,5,0,0.2,0.07,11.0,15.0,30.75,E,Traditional Winger,0.725
Christ Inao Oulaï,Ivory Coast,1279526.0,Trabzonspor,20.2,MID,Central Midfield,50000.0,9,0,0.09,0.19,19.0,26.0,26.0,E,Box-to-Box,0.473
Zion Suzuki,Japan,432298.0,Parma,23.8,GK,Goalkeeper,20000000.0,24,0,0.0,0.0,0.0,0.0,0.0,F,Goalkeeper,0.0
Yukinari Sugawara,Japan,405385.0,Werder Bremen,26.0,DEF,Right-Back,7500000.0,21,2,0.0,0.22,15.0,22.0,74.0,F,Holding Full-Back,0.541
Shōgo Taniguchi,Japan,307870.0,Sint-Truiden,34.9,DEF,Centre-Back,800000.0,38,1,0.13,0.07,14.47,14.27,11.9,F,Traditional CB,0.671
Kō Itakura,Japan,355816.0,Ajax,29.4,DEF,Centre-Back,10000000.0,40,2,0.07,0.0,16.0,9.0,4.0,F,Traditional CB,0.484
Yūto Nagatomo,Japan,79522.0,FC Tokyo,39.7,DEF,Left-Back,300000.0,145,4,0.35,0.06,1.47,3.21,3.14,F,Full-Back,0.365
Shūto Machino,Japan,550580.0,Borussia Mönchengladbach,26.7,ATT,Centre-Forward,7000000.0,14,5,0.28,0.09,3.0,4.0,9.0,F,Target Forward,0.685
Ao Tanaka,Japan,489359.0,Leeds United,27.8,MID,Central Midfield,50000.0,38,8,0.17,0.0,17.0,11.0,32.0,F,Pressing CM,0.856
Takefusa Kubo,Japan,405398.0,Real Sociedad,25.0,MID,Right Winger,30000000.0,49,7,0.13,0.26,8.0,16.0,34.0,F,Traditional Winger,0.711
Keisuke Gotō,Japan,916623.0,Sint-Truiden,21.0,ATT,Centre-Forward,50000.0,4,0,0.01,0.02,14.2,15.8,11.4,F,False Nine,0.629
Ritsu Dōan,Japan,358504.0,Eintracht Frankfurt,28.0,MID,Right Winger,18000000.0,65,11,0.21,0.21,15.0,21.0,104.0,F,Inside Forward,0.798
Daizen Maeda,Japan,420931.0,Celtic,28.6,MID,Left Winger,14000000.0,27,4,0.36,0.07,5.47,12.09,25.3,F,Traditional Winger,0.964
Keisuke Ōsako,Japan,415521.0,Sanfrecce Hiroshima,26.9,GK,Goalkeeper,50000.0,11,0,0.0,0.0,0.0,0.0,0.0,F,Goalkeeper,0.0
Keito Nakamura,Japan,405397.0,Reims,25.9,MID,Left Winger,8000000.0,25,10,0.24,0.11,5.7,6.25,14.35,F,Wide Playmaker,0.526
Junya Itō,Japan,348791.0,Genk,33.3,MID,Right Winger,3500000.0,69,15,0.0,0.09,15.35,13.05,54.01,F,Traditional Winger,0.896
Daichi Kamada,Japan,356141.0,Crystal Palace,29.8,MID,Attacking Midfield,12000000.0,49,12,0.0,0.0,11.0,32.0,36.0,F,Attacking Midfielder,0.379
Tsuyoshi Watanabe,Japan,598791.0,Feyenoord,29.3,DEF,Centre-Back,10000000.0,11,0,0.04,0.0,28.0,19.0,4.0,F,Stopper CB,0.535
Yuito Suzuki,Japan,668606.0,SC Freiburg,24.6,MID,Second Striker,15000000.0,6,0,0.23,0.12,10.0,12.0,18.0,F,Target Forward,0.754
Ayase Ueda,Japan,589128.0,Feyenoord,27.8,ATT,Centre-Forward,8000000.0,39,16,0.96,0.04,3.0,6.0,6.0,F,Poacher,0.574
Kōki Ogawa,Japan,351567.0,NEC,28.8,ATT,Centre-Forward,2500000.0,15,11,0.59,0.22,3.0,6.0,1.0,F,Poacher,0.458
Ayumu Seko,Japan,405389.0,Le Havre,26.0,DEF,Centre-Back,50000.0,14,0,0.0,0.0,31.0,24.0,5.0,F,Stopper CB,0.398
Hiroki Itō,Japan,353892.0,Bayern Munich,27.1,DEF,Centre-Back,18000000.0,24,1,0.11,0.22,11.0,2.0,7.0,F,Traditional CB,0.757
Takehiro Tomiyasu,Japan,331560.0,Ajax,27.6,DEF,Right-Back,12000000.0,43,1,0.0,0.0,6.0,2.0,0.0,F,Full-Back,0.369
Tomoki Hayakawa,Japan,683271.0,Kashima Antlers,27.3,GK,Goalkeeper,50000.0,4,0,0.0,0.0,0.0,0.0,0.0,F,Goalkeeper,0.0
Kaishū Sano,Japan,643574.0,Mainz 05,25.4,MID,Defensive Midfield,25000000.0,13,0,0.03,0.06,66.0,31.0,16.0,F,Deep-Lying Playmaker,0.427
Junnosuke Suzuki,Japan,848856.0,Copenhagen,22.9,DEF,Centre-Back,50000.0,6,0,0.18,0.04,8.6,8.2,8.6,F,Traditional CB,0.38
Kento Shiogai,Japan,1144627.0,VfL Wolfsburg,21.2,ATT,Centre-Forward,2500000.0,2,0,0.3,0.0,2.0,4.0,1.0,F,Target Forward,0.594
Bart Verbruggen,Netherlands,565093.0,Brighton & Hove Albion,23.8,GK,Goalkeeper,35000000.0,29,0,0.0,0.0,0.0,1.0,0.0,F,Goalkeeper,0.0
Lutsharel Geertruida,Netherlands,420210.0,Sunderland,25.9,DEF,Right-Back,32000000.0,21,0,0.0,0.0,17.0,20.0,7.0,F,Full-Back,0.665
Marten de Roon,Netherlands,133179.0,Atalanta,35.2,MID,Defensive Midfield,7000000.0,43,1,0.04,0.07,20.0,41.0,13.0,F,Deep-Lying Playmaker,0.575
Virgil van Dijk,Netherlands,139208.0,Liverpool,34.9,DEF,Centre-Back,18000000.0,92,12,0.12,0.0,20.0,15.0,1.0,F,Traditional CB,0.857
Nathan Aké,Netherlands,177476.0,Manchester City,31.3,DEF,Centre-Back,18000000.0,59,5,0.0,0.0,4.0,6.0,4.0,F,Traditional CB,0.365
Jan Paul van Hecke,Netherlands,576314.0,Brighton & Hove Albion,26.0,DEF,Centre-Back,35000000.0,12,0,0.09,0.09,37.0,29.0,21.0,F,Stopper CB,0.506
Justin Kluivert,Netherlands,330659.0,Bournemouth,27.1,MID,Attacking Midfield,32000000.0,12,0,0.2,0.0,4.0,7.0,40.0,F,Attacking Midfielder,0.411
Ryan Gravenberch,Netherlands,478573.0,Liverpool,24.1,MID,Defensive Midfield,90000000.0,27,1,0.14,0.1,39.0,31.0,6.0,F,Deep-Lying Playmaker,0.384
Wout Weghorst,Netherlands,228645.0,Ajax,33.8,ATT,Centre-Forward,3500000.0,52,14,0.38,0.22,2.0,6.0,4.0,F,Poacher,0.621
Memphis Depay,Netherlands,167850.0,Corinthians,32.3,ATT,Centre-Forward,10000000.0,109,55,0.0,0.0,0.0,4.0,5.0,F,Target Forward,0.48
Cody Gakpo,Netherlands,434675.0,Liverpool,27.1,ATT,Left Winger,70000000.0,50,21,0.22,0.19,9.0,14.0,86.0,F,Inside Forward,0.737
Mats Wieffer,Netherlands,415381.0,Brighton & Hove Albion,26.6,DEF,Right-Back,25000000.0,15,1,0.1,0.15,24.0,41.0,16.0,F,Holding Full-Back,0.471
Robin Roefs,Netherlands,646991.0,Sunderland,23.4,GK,Goalkeeper,600000.0,1,0,0.0,0.0,0.0,0.0,0.0,F,Goalkeeper,0.0
Tijjani Reijnders,Netherlands,460939.0,Manchester City,27.9,MID,Central Midfield,65000000.0,32,7,0.3,0.12,11.0,4.0,37.0,F,Pressing CM,0.631
Micky van de Ven,Netherlands,557459.0,Tottenham Hotspur,25.1,DEF,Centre-Back,55000000.0,21,1,0.13,0.03,20.0,19.0,3.0,F,Stopper CB,0.762
Guus Til,Netherlands,372267.0,PSV Eindhoven,28.5,MID,Attacking Midfield,15000000.0,7,1,0.56,0.17,2.0,11.0,24.0,F,Advanced Playmaker,0.658
Noa Lang,Netherlands,339332.0,Galatasaray,27.0,ATT,Left Winger,25000000.0,15,3,0.14,0.27,2.0,8.0,44.0,F,Wide Playmaker,0.882
Donyell Malen,Netherlands,326029.0,Roma,27.4,ATT,Centre-Forward,25000000.0,53,13,0.55,0.14,0.0,2.0,7.0,F,Poacher,0.63
Brian Brobbey,Netherlands,473169.0,Sunderland,24.4,ATT,Centre-Forward,20000000.0,12,1,0.32,0.05,0.0,2.0,2.0,F,Target Forward,0.724
Teun Koopmeiners,Netherlands,360518.0,Juventus,28.3,MID,Defensive Midfield,28000000.0,28,3,0.0,0.0,18.0,11.0,41.0,F,Box-to-Box DM,0.583
Frenkie de Jong,Netherlands,326330.0,Barcelona,29.1,MID,Central Midfield,70000000.0,66,2,0.06,0.28,17.0,18.0,4.0,F,Box-to-Box,0.723
Denzel Dumfries,Netherlands,321528.0,Inter Milan,30.1,DEF,Right-Back,25000000.0,72,11,0.22,0.07,7.0,8.0,29.0,F,Full-Back,0.401
Mark Flekken,Netherlands,125714.0,Bayer Leverkusen,33.0,GK,Goalkeeper,8000000.0,12,0,0.0,0.0,0.0,0.0,0.0,F,Goalkeeper,0.0
Crysencio Summerville,Netherlands,474701.0,West Ham United,24.6,ATT,Left Winger,22000000.0,2,0,0.2,0.04,14.0,22.0,52.0,F,Traditional Winger,0.423
Jorrel Hato,Netherlands,904802.0,Chelsea,20.3,DEF,Left-Back,35000000.0,8,0,0.0,0.0,11.0,17.0,7.0,F,Full-Back,0.475
Quinten Timber,Netherlands,420213.0,Marseille,25.0,MID,Central Midfield,28000000.0,11,1,0.0,0.0,8.0,16.0,7.0,F,Pressing CM,0.634
Jacob Widell Zetterström,Sweden,549440.0,Derby County,27.9,GK,Goalkeeper,50000.0,3,0,0.0,0.0,0.0,0.0,0.0,F,Goalkeeper,0.0
Gustaf Lagerbielke,Sweden,485395.0,Braga,26.2,DEF,Centre-Back,5000000.0,11,2,0.08,0.0,19.0,11.0,2.0,F,Traditional CB,0.604
Victor Lindelöf,Sweden,184573.0,Aston Villa,31.9,DEF,Centre-Back,15000000.0,76,3,0.0,0.13,4.0,2.0,0.0,F,Traditional CB,0.424
Isak Hien,Sweden,503075.0,Atalanta,27.4,DEF,Centre-Back,25000000.0,29,0,0.05,0.0,24.0,32.0,0.0,F,Stopper CB,0.431
Gabriel Gudmundsson,Sweden,362108.0,Leeds United,27.1,DEF,Left-Back,15000000.0,24,0,0.0,0.0,28.0,47.0,88.0,F,Holding Full-Back,0.543
Herman Johansson,Sweden,744853.0,FC Dallas,28.7,DEF,Right Midfield,50000.0,3,0,0.0,0.0,6.6,4.2,0.8,F,Pressing CM,0.496
Lucas Bergvall,Sweden,866246.0,Tottenham Hotspur,20.4,MID,Central Midfield,40000000.0,10,0,0.09,0.28,3.0,14.0,18.0,F,Pressing CM,0.713
Daniel Svensson,Sweden,579287.0,Borussia Dortmund,24.3,DEF,Left-Back,22000000.0,13,0,0.08,0.08,20.0,25.0,126.0,F,Attacking Wing-Back,0.496
Alexander Isak,Sweden,349066.0,Liverpool,26.7,ATT,Centre-Forward,120000000.0,58,17,0.4,0.13,0.0,5.0,2.0,F,Poacher,0.792
Benjamin Nygren,Sweden,475949.0,Celtic,24.9,MID,Attacking Midfield,6500000.0,11,3,0.26,0.03,8.68,8.79,29.82,F,Attacking Midfielder,0.441
Anthony Elanga,Sweden,583189.0,Newcastle United,24.1,ATT,Right Winger,50000000.0,30,6,0.0,0.07,3.0,11.0,80.0,F,Traditional Winger,0.87
Viktor Johansson,Sweden,273742.0,Stoke City,27.7,GK,Goalkeeper,50000.0,12,0,0.0,0.0,0.0,0.0,0.0,F,Goalkeeper,0.0
Ken Sema,Sweden,252345.0,Pafos,32.7,MID,Left-Back,2500000.0,33,5,0.26,0.13,11.13,11.64,14.04,F,Full-Back,0.451
Hjalmar Ekdal,Sweden,392179.0,Burnley,27.6,DEF,Centre-Back,6000000.0,13,0,0.0,0.0,12.0,17.0,1.0,F,Traditional CB,0.671
Carl Starfelt,Sweden,258987.0,Celta Vigo,31.0,DEF,Centre-Back,6000000.0,18,0,0.0,0.0,16.0,16.0,0.0,F,Traditional CB,0.742
Jesper Karlström,Sweden,222855.0,Udinese,31.0,MID,Defensive Midfield,4000000.0,25,0,0.03,0.0,35.0,32.0,11.0,F,Deep-Lying Playmaker,0.479
Viktor Gyökeres,Sweden,325443.0,Arsenal,28.0,ATT,Centre-Forward,70000000.0,33,20,0.6,0.04,1.0,5.0,7.0,F,Poacher,0.761
Yasin Ayari,Sweden,667287.0,Brighton & Hove Albion,22.7,MID,Central Midfield,30000000.0,21,3,0.14,0.14,25.0,25.0,23.0,F,Box-to-Box,0.422
Mattias Svanberg,Sweden,342405.0,VfL Wolfsburg,27.4,MID,Central Midfield,12000000.0,41,2,0.36,0.12,7.0,7.0,8.0,F,Pressing CM,0.563
Eric Smith,Sweden,292534.0,FC St. Pauli,29.4,DEF,Centre-Back,5000000.0,2,0,0.08,0.08,21.0,20.0,53.0,F,Ball-Playing CB,0.354
Alexander Bernhardsson,Sweden,633454.0,Holstein Kiel,27.8,DEF,Right Winger,3000000.0,11,0,0.18,0.37,8.88,13.54,51.27,F,Inside Forward,0.608
Besfort Zeneli,Sweden,715653.0,Union Saint-Gilloise,23.6,MID,Central Midfield,50000.0,8,0,0.02,0.0,13.4,20.4,21.0,F,Box-to-Box,0.954
Kristoffer Nordfeldt,Sweden,75890.0,AIK,37.0,GK,Goalkeeper,300000.0,21,0,0.0,0.0,0.0,0.0,0.0,F,Goalkeeper,0.0
Elliot Stroud,Sweden,687622.0,Mjällby AIF,24.0,DEF,Left Midfield,50000.0,1,0,0.03,0.05,12.0,18.6,35.0,F,Box-to-Box,0.956
Gustaf Nilsson,Sweden,320440.0,Club Brugge,29.1,ATT,Centre-Forward,2500000.0,10,4,0.05,0.0,9.5,12.5,3.0,F,Target Forward,0.647
Taha Ali,Sweden,731771.0,Malmö FF,27.9,ATT,Left Winger,50000.0,2,0,0.04,0.05,5.0,8.6,18.6,F,Wide Playmaker,0.473
Mouhib Chamakh,Tunisia,,Club Africain,24.8,GK,,,3,0,,,,,,F,,0.5
Ali Abdi,Tunisia,211474.0,Nice,32.5,DEF,Left-Back,2500000.0,46,7,0.25,0.0,10.0,9.0,31.0,F,Full-Back,0.445
Montassar Talbi,Tunisia,496706.0,Lorient,28.0,DEF,Centre-Back,7000000.0,64,4,0.0,0.04,27.0,18.0,5.0,F,Stopper CB,0.573
Omar Rekik,Tunisia,1466741.0,Maribor,24.5,DEF,,50000.0,6,0,0.05,0.05,3.2,4.6,1.2,F,Unknown,0.5
Adem Arous,Tunisia,1071742.0,Kasımpaşa,21.9,DEF,Centre-Back,50000.0,2,0,0.06,0.0,20.0,17.0,4.0,F,Stopper CB,0.916
Dylan Bronn,Tunisia,450417.0,Servette,31.0,DEF,Centre-Back,1300000.0,52,2,0.29,0.16,15.12,18.97,36.64,F,Ball-Playing CB,0.343
Elias Achouri,Tunisia,645589.0,Copenhagen,27.3,ATT,Left Winger,3500000.0,30,4,0.05,0.01,8.12,8.19,17.36,F,Wide Playmaker,0.475
Elias Saad,Tunisia,526466.0,Hannover 96,26.5,ATT,Left Winger,50000.0,15,4,0.0,0.0,1.0,8.0,9.0,F,Wide Playmaker,0.478
Hazem Mastouri,Tunisia,953150.0,Dynamo Makhachkala,29.0,ATT,Centre-Forward,50000.0,19,4,0.0,0.0,8.2,6.6,2.0,F,Target Forward,0.447
Hannibal Mejbri,Tunisia,607224.0,Burnley,23.4,MID,Attacking Midfield,9000000.0,45,1,0.09,0.26,7.0,13.0,25.0,F,Attacking Midfielder,0.49
Ismaël Gharbi,Tunisia,810096.0,FC Augsburg,22.2,MID,Left Winger,7000000.0,17,2,0.0,0.0,0.0,1.0,4.0,F,Wide Playmaker,0.415
Mortadha Ben Ouanes,Tunisia,230921.0,Kasımpaşa,31.9,DEF,Left Winger,1500000.0,18,0,0.09,0.21,25.0,12.0,62.0,F,Traditional Winger,0.812
Rani Khedira,Tunisia,124410.0,Union Berlin,32.4,MID,Defensive Midfield,2000000.0,3,0,0.16,0.03,37.0,35.0,25.0,F,Deep-Lying Playmaker,0.384
Khalil Ayari,Tunisia,,Paris Saint-Germain,21.4,MID,,,4,0,,,,,,F,,0.5
Hadj Mahmoud,Tunisia,673513.0,Lugano,26.1,MID,Defensive Midfield,50000.0,9,0,0.17,0.03,2.4,2.0,5.2,F,Box-to-Box DM,0.465
Aymen Dahmen,Tunisia,569433.0,CS Sfaxien,29.4,GK,Goalkeeper,50000.0,37,0,0.0,0.0,0.0,0.0,0.0,F,Goalkeeper,0.0
Ellyes Skhiri,Tunisia,290587.0,Eintracht Frankfurt,31.1,MID,Defensive Midfield,6000000.0,83,4,0.0,0.0,20.0,6.0,2.0,F,Box-to-Box DM,0.591
Rayan Elloumi,Tunisia,1273985.0,Vancouver Whitecaps FC,18.7,ATT,Centre-Forward,50000.0,4,0,0.89,0.0,0.0,2.0,1.0,F,Poacher,0.662
Firas Chaouat,Tunisia,,Club Africain,30.1,ATT,,,30,6,,,,,,F,,0.5
Yan Valery,Tunisia,406008.0,Young Boys,27.3,DEF,Right-Back,2000000.0,22,0,0.0,0.0,1.5,2.5,3.0,F,Full-Back,0.366
Mohamed Amine Ben Hamida,Tunisia,192167.0,Espérance de Tunis,30.5,DEF,Right-Back,700000.0,13,0,0.0,0.03,20.85,10.01,4.21,F,Full-Back,0.573
Sabri Ben Hessen,Tunisia,295381.0,Étoile du Sahel,30.0,GK,Goalkeeper,50000.0,2,0,0.0,0.0,0.0,0.0,0.0,F,Goalkeeper,0.0
Moutaz Neffati,Tunisia,1034598.0,IFK Norrköping,21.8,DEF,Right-Back,50000.0,5,0,0.0,0.0,5.2,3.6,1.2,F,Full-Back,0.369
Raed Chikhaoui,Tunisia,,US Monastir,22.0,DEF,,,0,0,,,,,,F,,0.5
Anis Ben Slimane,Tunisia,387611.0,Norwich City,25.2,MID,Attacking Midfield,50000.0,41,4,0.0,0.0,3.0,3.0,9.0,F,Attacking Midfielder,0.345
Sebastian Tounekti,Tunisia,539677.0,Celtic,23.9,MID,Left Winger,300000.0,12,1,0.0,0.0,1.67,5.33,8.33,F,Wide Playmaker,0.44
Thibaut Courtois,Belgium,108390.0,Real Madrid,34.1,GK,Goalkeeper,28000000.0,109,0,0.0,0.0,0.0,1.0,0.0,G,Goalkeeper,0.0
Zeno Debast,Belgium,548193.0,Sporting CP,22.6,DEF,Centre-Back,30000000.0,26,1,0.0,0.08,5.0,9.0,6.0,G,Traditional CB,0.416
Arthur Theate,Belgium,368891.0,Eintracht Frankfurt,26.0,DEF,Centre-Back,24000000.0,33,1,0.04,0.0,31.0,20.0,13.0,G,Stopper CB,0.458
Brandon Mechele,Belgium,236168.0,Club Brugge,33.4,DEF,Centre-Back,3000000.0,9,1,0.09,0.08,23.08,19.67,36.62,G,Ball-Playing CB,0.474
Maxim De Cuyper,Belgium,429915.0,Brighton & Hove Albion,25.5,DEF,Left-Back,22000000.0,19,4,0.15,0.08,9.0,10.0,59.0,G,Full-Back,0.683
Axel Witsel,Belgium,35047.0,Girona,37.4,MID,Defensive Midfield,1400000.0,138,12,0.04,0.08,26.0,22.0,1.0,G,Deep-Lying Playmaker,0.614
Kevin De Bruyne,Belgium,88755.0,Napoli,35.0,MID,Attacking Midfield,15000000.0,119,37,0.43,0.09,5.0,6.0,55.0,G,Advanced Playmaker,0.779
Youri Tielemans,Belgium,249565.0,Aston Villa,29.1,MID,Central Midfield,35000000.0,85,13,0.0,0.23,14.0,33.0,36.0,G,Box-to-Box,0.544
Romelu Lukaku,Belgium,96341.0,Napoli,33.1,ATT,Centre-Forward,15000000.0,126,90,2.05,0.0,0.0,0.0,0.0,G,Poacher,0.581
Leandro Trossard,Belgium,144028.0,Arsenal,31.5,ATT,Left Winger,20000000.0,51,12,0.25,0.3,9.0,15.0,55.0,G,Inside Forward,0.643
Jérémy Doku,Belgium,486049.0,Manchester City,24.0,ATT,Left Winger,65000000.0,43,7,0.12,0.3,10.0,13.0,51.0,G,Inside Forward,0.9
Senne Lammens,Belgium,503883.0,Manchester United,23.9,GK,Goalkeeper,25000000.0,2,0,0.0,0.0,0.0,1.0,0.0,G,Goalkeeper,0.0
Mike Penders,Belgium,834397.0,Strasbourg,20.9,GK,Goalkeeper,1000000.0,0,0,0.0,0.0,0.0,0.0,0.0,G,Goalkeeper,0.0
Dodi Lukébakio,Belgium,303259.0,Benfica,28.7,ATT,Right Winger,20000000.0,30,6,0.5,0.0,1.0,0.0,10.0,G,Wide Playmaker,0.593
Thomas Meunier,Belgium,100986.0,Lille,34.7,DEF,Right-Back,1800000.0,80,10,0.1,0.1,16.0,17.0,46.0,G,Holding Full-Back,0.822
Koni De Winter,Belgium,490384.0,Milan,24.0,DEF,Centre-Back,12000000.0,8,0,0.05,0.05,13.0,18.0,4.0,G,Traditional CB,0.761
Charles De Ketelaere,Belgium,435772.0,Atalanta,25.3,ATT,Attacking Midfield,34000000.0,30,6,0.13,0.22,4.0,12.0,41.0,G,Attacking Midfielder,0.524
Joaquin Seys,Belgium,981196.0,Club Brugge,21.2,DEF,Left-Back,600000.0,5,0,0.02,0.14,11.28,12.32,22.23,G,Full-Back,0.5
Diego Moreira,Belgium,655006.0,Strasbourg,21.8,MID,Left Midfield,18000000.0,3,0,0.15,0.2,16.0,23.0,83.0,G,Midfield Playmaker,0.482
Hans Vanaken,Belgium,137576.0,Club Brugge,33.8,MID,Attacking Midfield,6000000.0,34,7,0.18,0.12,7.89,9.77,21.17,G,Attacking Midfielder,0.387
Timothy Castagne,Belgium,262226.0,Fulham,30.5,DEF,Right-Back,10000000.0,63,2,0.0,0.0,25.0,19.0,40.0,G,Holding Full-Back,0.633
Alexis Saelemaekers,Belgium,381950.0,Milan,27.0,MID,Right Midfield,12000000.0,24,2,0.07,0.11,30.0,36.0,77.0,G,Midfield Playmaker,0.745
Nicolas Raskin,Belgium,422763.0,Rangers,25.3,MID,Defensive Midfield,6500000.0,13,2,0.26,0.03,8.03,8.85,29.04,G,Box-to-Box DM,0.713
Amadou Onana,Belgium,485706.0,Aston Villa,24.8,MID,Defensive Midfield,42000000.0,29,1,0.1,0.0,19.0,29.0,0.0,G,Deep-Lying Playmaker,0.713
Nathan Ngoy,Belgium,548254.0,Lille,23.0,DEF,Centre-Back,3500000.0,4,0,0.04,0.08,36.0,19.0,6.0,G,Stopper CB,0.483
Matias Fernandez-Pardo,Belgium,724129.0,Lille,21.3,ATT,Centre-Forward,3000000.0,2,0,0.34,0.21,8.0,13.0,52.0,G,Poacher,0.74
Mohamed El Shenawy,Egypt,134573.0,Al Ahly,37.5,GK,Goalkeeper,50000.0,76,0,0.0,0.0,0.0,0.0,0.0,G,Goalkeeper,0.0
Yasser Ibrahim,Egypt,237425.0,Al Ahly,33.3,DEF,Centre-Back,50000.0,17,1,0.0,0.0,1.8,0.0,0.0,G,Traditional CB,0.356
Mohamed Hany,Egypt,343974.0,Al Ahly,30.4,DEF,Right-Back,50000.0,42,0,0.14,0.06,4.6,12.2,39.0,G,Full-Back,0.478
Hossam Abdelmaguid,Egypt,737524.0,Zamalek,25.1,DEF,Centre-Back,50000.0,13,0,0.15,0.0,17.2,22.8,43.2,G,Ball-Playing CB,0.562
Ramy Rabia,Egypt,172623.0,Al Ain,33.1,DEF,Centre-Back,400000.0,44,5,0.09,0.12,6.0,8.62,52.17,G,Ball-Playing CB,0.323
Mohamed Abdelmonem,Egypt,566025.0,Nice,27.4,DEF,Centre-Back,3000000.0,36,3,0.02,0.06,10.99,24.41,35.51,G,Ball-Playing CB,0.479
Trézéguet,Egypt,234189.0,Al Ahly,31.7,ATT,Left Winger,4500000.0,96,23,0.11,0.32,20.0,50.0,117.0,G,Traditional Winger,0.953
Emam Ashour,Egypt,,Al Ahly,28.3,MID,,,29,0,,,,,,G,,0.5
Hamza Abdelkarim,Egypt,956518.0,Barcelona B,18.4,ATT,Defensive Midfield,50000.0,2,0,0.03,0.01,3.0,6.8,10.0,G,Box-to-Box DM,0.382
Mohamed Salah,Egypt,148455.0,Liverpool,34.0,ATT,Right Winger,30000000.0,116,67,0.31,0.26,3.0,12.0,107.0,G,Inside Forward,0.432
Mostafa Ziko,Egypt,1133856.0,Pyramids,29.1,MID,Right Winger,50000.0,2,2,0.05,0.08,3.0,6.4,11.4,G,Wide Playmaker,0.418
